BioSample_s	BioSampleModel_s	Cultivar_s	Experiment_s	ID_s	InsertSize_l	LibraryLayout_s	Library_Name_s	LoadDate_s	MBases_l	MBytes_l	Plant_s	ReleaseDate_s	Rice_Field_s	Run_s	SRA_Sample_s	Sample_Name_s	collection_date_s	env_biome_s	env_feature_s	env_material_s	geo_loc_name_s	host_s	lat_lon_s	Assay_Type_s	AssemblyName_s	BioProject_s	Center_Name_s	Consent_s	LibrarySelection_s	LibrarySource_s	Organism_s	Platform_s	SRA_Study_s	g1k_analysis_group_s	g1k_pop_code_s	source_s
SAMN03301286	Metagenome or environmental	M104	SRX1101091	<not provided>	250	PAIRED	JE.TC.36	2016-06-09	44	29	3	2015-07-20	<not provided>	SRR2107459	SRS995527	JE.TC.36	2013-11-05	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN03301287	Metagenome or environmental	M104	SRX1101094	<not provided>	250	PAIRED	JE.TC.37	2016-06-09	29	19	1	2015-07-20	<not provided>	SRR2107460	SRS995525	JE.TC.37	2013-11-05	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizoplane	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN03301288	Metagenome or environmental	M104	SRX1101097	<not provided>	250	PAIRED	JE.TC.38	2016-06-09	40	27	2	2015-07-20	<not provided>	SRR2107461	SRS995528	JE.TC.38	2013-11-05	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizoplane	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN03301289	Metagenome or environmental	M104	SRX1101099	<not provided>	250	PAIRED	JE.TC.4	2016-06-09	47	29	1	2015-07-20	<not provided>	SRR2107462	SRS995530	JE.TC.4	2013-11-02	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN03301290	Metagenome or environmental	M104	SRX1101100	<not provided>	250	PAIRED	JE.TC.40	2016-06-09	38	24	2	2015-07-20	<not provided>	SRR2107463	SRS995534	JE.TC.40	2013-11-05	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN03301291	Metagenome or environmental	M104	SRX1101101	<not provided>	250	PAIRED	JE.TC.41	2016-06-09	37	23	3	2015-07-20	<not provided>	SRR2107464	SRS995533	JE.TC.41	2013-11-05	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN03301292	Metagenome or environmental	M104	SRX1101103	<not provided>	250	PAIRED	JE.TC.42	2016-06-09	49	32	1	2015-07-20	<not provided>	SRR2107465	SRS995531	JE.TC.42	2013-11-05	Greenhouse Soil	Transported Soil in the Greenhouse	Bulk_Soil	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN03301293	Metagenome or environmental	M104	SRX1101104	<not provided>	250	PAIRED	JE.TC.43	2016-06-09	60	40	2	2015-07-20	<not provided>	SRR2107466	SRS995537	JE.TC.43	2013-11-05	Greenhouse Soil	Transported Soil in the Greenhouse	Bulk_Soil	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN03301294	Metagenome or environmental	M104	SRX1101105	<not provided>	250	PAIRED	JE.TC.44	2016-06-09	70	46	3	2015-07-20	<not provided>	SRR2107467	SRS995536	JE.TC.44	2013-11-05	Greenhouse Soil	Transported Soil in the Greenhouse	Bulk_Soil	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN03301295	Metagenome or environmental	M104	SRX1101107	<not provided>	250	PAIRED	JE.TC.45	2016-06-09	49	33	4	2015-07-20	<not provided>	SRR2107468	SRS995538	JE.TC.45	2013-11-05	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN03301296	Metagenome or environmental	M104	SRX1101108	<not provided>	250	PAIRED	JE.TC.46	2016-06-09	36	24	4	2015-07-20	<not provided>	SRR2107469	SRS995541	JE.TC.46	2013-11-05	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizoplane	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN03301297	Metagenome or environmental	M104	SRX1101109	<not provided>	250	PAIRED	JE.TC.47	2016-06-09	44	28	4	2015-07-20	<not provided>	SRR2107470	SRS995540	JE.TC.47	2013-11-05	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN03301298	Metagenome or environmental	M104	SRX1101111	<not provided>	250	PAIRED	JE.TC.48	2016-06-09	36	24	1	2015-07-20	<not provided>	SRR2107471	SRS995547	JE.TC.48	2013-11-07	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN03301299	Metagenome or environmental	M104	SRX1101113	<not provided>	250	PAIRED	JE.TC.49	2016-06-09	36	24	2	2015-07-20	<not provided>	SRR2107472	SRS995544	JE.TC.49	2013-11-07	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN03301300	Metagenome or environmental	M104	SRX1101114	<not provided>	250	PAIRED	JE.TC.5	2016-06-09	33	21	2	2015-07-20	<not provided>	SRR2107473	SRS995542	JE.TC.5	2013-11-02	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN03301301	Metagenome or environmental	M104	SRX1101115	<not provided>	250	PAIRED	JE.TC.50	2016-06-09	34	23	3	2015-07-20	<not provided>	SRR2107474	SRS995543	JE.TC.50	2013-11-07	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN03301302	Metagenome or environmental	M104	SRX1101117	<not provided>	250	PAIRED	JE.TC.51	2016-06-09	48	32	1	2015-07-20	<not provided>	SRR2107475	SRS995549	JE.TC.51	2013-11-07	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizoplane	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN03301303	Metagenome or environmental	M104	SRX1101118	<not provided>	250	PAIRED	JE.TC.52	2016-06-09	36	24	2	2015-07-20	<not provided>	SRR2107476	SRS995548	JE.TC.52	2013-11-07	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizoplane	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN03301304	Metagenome or environmental	M104	SRX1101130	<not provided>	250	PAIRED	JE.TC.53	2016-06-09	42	28	3	2015-07-20	<not provided>	SRR2107477	SRS995551	JE.TC.53	2013-11-07	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizoplane	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN03301305	Metagenome or environmental	M104	SRX1101131	<not provided>	250	PAIRED	JE.TC.54	2016-06-09	49	31	1	2015-07-20	<not provided>	SRR2107478	SRS995555	JE.TC.54	2013-11-07	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN03301306	Metagenome or environmental	M104	SRX1101146	<not provided>	250	PAIRED	JE.TC.55	2016-06-09	43	27	2	2015-07-20	<not provided>	SRR2107479	SRS995557	JE.TC.55	2013-11-07	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN03301307	Metagenome or environmental	M104	SRX1101147	<not provided>	250	PAIRED	JE.TC.56	2016-06-09	40	25	3	2015-07-20	<not provided>	SRR2107480	SRS995556	JE.TC.56	2013-11-07	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN03301308	Metagenome or environmental	M104	SRX1101148	<not provided>	250	PAIRED	JE.TC.57	2016-06-09	53	35	1	2015-07-20	<not provided>	SRR2107481	SRS995565	JE.TC.57	2013-11-07	Greenhouse Soil	Transported Soil in the Greenhouse	Bulk_Soil	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN03301309	Metagenome or environmental	M104	SRX1101149	<not provided>	250	PAIRED	JE.TC.58	2016-06-09	52	34	2	2015-07-20	<not provided>	SRR2107482	SRS995569	JE.TC.58	2013-11-07	Greenhouse Soil	Transported Soil in the Greenhouse	Bulk_Soil	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN03301310	Metagenome or environmental	M104	SRX1101153	<not provided>	250	PAIRED	JE.TC.59	2016-06-09	27	18	3	2015-07-20	<not provided>	SRR2107483	SRS995566	JE.TC.59	2013-11-07	Greenhouse Soil	Transported Soil in the Greenhouse	Bulk_Soil	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN03301312	Metagenome or environmental	M104	SRX1101157	<not provided>	250	PAIRED	JE.TC.60	2016-06-09	27	18	1	2015-07-20	<not provided>	SRR2107484	SRS995572	JE.TC.60	2013-11-10	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN03301313	Metagenome or environmental	M104	SRX1101158	<not provided>	250	PAIRED	JE.TC.61	2016-06-09	26	17	2	2015-07-20	<not provided>	SRR2107485	SRS995578	JE.TC.61	2013-11-10	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN03301311	Metagenome or environmental	M104	SRX1101154	<not provided>	250	PAIRED	JE.TC.6	2016-06-09	69	42	3	2015-07-20	<not provided>	SRR2107486	SRS995573	JE.TC.6	2013-11-02	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN03301314	Metagenome or environmental	M104	SRX1101159	<not provided>	250	PAIRED	JE.TC.62	2016-06-09	29	19	3	2015-07-20	<not provided>	SRR2107487	SRS995575	JE.TC.62	2013-11-10	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN03301315	Metagenome or environmental	M104	SRX1101161	<not provided>	250	PAIRED	JE.TC.63	2016-06-09	26	17	1	2015-07-20	<not provided>	SRR2107488	SRS995577	JE.TC.63	2013-11-10	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizoplane	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN03301316	Metagenome or environmental	M104	SRX1101162	<not provided>	250	PAIRED	JE.TC.64	2016-06-09	31	20	2	2015-07-20	<not provided>	SRR2107489	SRS995576	JE.TC.64	2013-11-10	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizoplane	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN03301317	Metagenome or environmental	M104	SRX1101163	<not provided>	250	PAIRED	JE.TC.65	2016-06-09	61	40	3	2015-07-20	<not provided>	SRR2107490	SRS995579	JE.TC.65	2013-11-10	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizoplane	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN03301318	Metagenome or environmental	M104	SRX1101164	<not provided>	250	PAIRED	JE.TC.66	2016-06-09	43	27	1	2015-07-20	<not provided>	SRR2107491	SRS995581	JE.TC.66	2013-11-10	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN03301319	Metagenome or environmental	M104	SRX1101166	<not provided>	250	PAIRED	JE.TC.67	2016-06-09	33	21	2	2015-07-20	<not provided>	SRR2107492	SRS995580	JE.TC.67	2013-11-10	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN03301320	Metagenome or environmental	M104	SRX1101167	<not provided>	250	PAIRED	JE.TC.68	2016-06-09	43	28	3	2015-07-20	<not provided>	SRR2107493	SRS995590	JE.TC.68	2013-11-10	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN03301321	Metagenome or environmental	M104	SRX1101168	<not provided>	250	PAIRED	JE.TC.69	2016-06-09	35	23	1	2015-07-20	<not provided>	SRR2107494	SRS995589	JE.TC.69	2013-11-10	Greenhouse Soil	Transported Soil in the Greenhouse	Bulk_Soil	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN03301322	Metagenome or environmental	M104	SRX1101169	<not provided>	250	PAIRED	JE.TC.7	2016-06-09	76	50	1	2015-07-20	<not provided>	SRR2107495	SRS995588	JE.TC.7	2013-11-02	Greenhouse Soil	Transported Soil in the Greenhouse	Bulk_Soil	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN03301323	Metagenome or environmental	M104	SRX1101171	<not provided>	250	PAIRED	JE.TC.70	2016-06-09	35	24	2	2015-07-20	<not provided>	SRR2107496	SRS995587	JE.TC.70	2013-11-10	Greenhouse Soil	Transported Soil in the Greenhouse	Bulk_Soil	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN03301324	Metagenome or environmental	M104	SRX1101172	<not provided>	250	PAIRED	JE.TC.71	2016-06-09	35	23	3	2015-07-20	<not provided>	SRR2107497	SRS995586	JE.TC.71	2013-11-10	Greenhouse Soil	Transported Soil in the Greenhouse	Bulk_Soil	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN03301325	Metagenome or environmental	M104	SRX1101174	<not provided>	250	PAIRED	JE.TC.72	2016-06-09	26	17	1	2015-07-20	<not provided>	SRR2107498	SRS995584	JE.TC.72	2013-11-15	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN03301326	Metagenome or environmental	M104	SRX1101175	<not provided>	250	PAIRED	JE.TC.73	2016-06-09	40	26	2	2015-07-20	<not provided>	SRR2107499	SRS995583	JE.TC.73	2013-11-15	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN03301327	Metagenome or environmental	M104	SRX1101176	<not provided>	250	PAIRED	JE.TC.74	2016-06-09	23	15	3	2015-07-20	<not provided>	SRR2107500	SRS995592	JE.TC.74	2013-11-15	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN03301328	Metagenome or environmental	M104	SRX1101178	<not provided>	250	PAIRED	JE.TC.75	2016-06-09	33	22	1	2015-07-20	<not provided>	SRR2107501	SRS995593	JE.TC.75	2013-11-15	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizoplane	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN03301329	Metagenome or environmental	M104	SRX1101179	<not provided>	250	PAIRED	JE.TC.76	2016-06-09	25	17	2	2015-07-20	<not provided>	SRR2107502	SRS995594	JE.TC.76	2013-11-15	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizoplane	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN03301330	Metagenome or environmental	M104	SRX1101180	<not provided>	250	PAIRED	JE.TC.77	2016-06-09	28	18	3	2015-07-20	<not provided>	SRR2107503	SRS995595	JE.TC.77	2013-11-15	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizoplane	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN03301331	Metagenome or environmental	M104	SRX1101181	<not provided>	250	PAIRED	JE.TC.78	2016-06-09	45	29	1	2015-07-20	<not provided>	SRR2107504	SRS995598	JE.TC.78	2013-11-15	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN03301332	Metagenome or environmental	M104	SRX1101183	<not provided>	250	PAIRED	JE.TC.79	2016-06-09	51	33	2	2015-07-20	<not provided>	SRR2107505	SRS995596	JE.TC.79	2013-11-15	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Davis, California	Oryza sativa	38.543864 N 121.81223 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
